"SampleID","DNAmAge","Comment","noMissingPerSample","meanMethBySample","minMethBySample","maxMethBySample","corSampleVSgoldstandard","meanAbsDifferenceSampleVSgoldstandard","predictedGender","meanXchromosome","predictedTissue","ProbabilityFrom.X.Vasc.Endoth.Umbilical.","ProbabilityFrom.Ape.WB","ProbabilityFrom.Blood.CD4.Tcells","ProbabilityFrom.Blood.CD4.CD14","ProbabilityFrom.Blood.Cell.Types","ProbabilityFrom.Blood.Cord","ProbabilityFrom.Blood.PBMC","ProbabilityFrom.Blood.WB","ProbabilityFrom.Bone","ProbabilityFrom.Brain.Cerebellar","ProbabilityFrom.Brain.CRBLM","ProbabilityFrom.Brain.FCTX","ProbabilityFrom.Brain.Occipital.Cortex","ProbabilityFrom.Brain.PONS","ProbabilityFrom.Brain.Prefr.CTX","ProbabilityFrom.Brain.TCTX","ProbabilityFrom.Breast","ProbabilityFrom.Breast.NL","ProbabilityFrom.Buccal","ProbabilityFrom.Cartilage.Knee","ProbabilityFrom.Colon","ProbabilityFrom.Dermal.fibroblast","ProbabilityFrom.Epidermis","ProbabilityFrom.Fat.Adip","ProbabilityFrom.Gastric","ProbabilityFrom.GlialCell","ProbabilityFrom.Head.Neck","ProbabilityFrom.Heart","ProbabilityFrom.Kidney","ProbabilityFrom.Liver","ProbabilityFrom.Liver.","ProbabilityFrom.Lung","ProbabilityFrom.MSC","ProbabilityFrom.Muscle","ProbabilityFrom.Neuron","ProbabilityFrom.Placenta","ProbabilityFrom.Prostate.NL","ProbabilityFrom.Saliva","ProbabilityFrom.Sperm","ProbabilityFrom.Stomach","ProbabilityFrom.Thyroid","ProbabilityFrom.Uterine.Cervix","ProbabilityFrom.Uterine.Endomet","AgeAccelerationDiff","AgeAccelerationResidual","Sample_ID","Age","Female","Tissue"
"X203774250146_R06C01",6.51476978359076," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.228529314205941,0,0.983433502439398,0.786574361700766,0.112210961837263,"female",0.415135418119634,"Colon",0.018,0.012,0.002,0.002,0.012,0.004,0.004,0.012,0.016,0,0.014,0.006,0,0.01,0.008,0,0.008,0.008,0.086,0.016,0.366,0.004,0.014,0.002,0.04,0.004,0.026,0.01,0.036,0.018,0.008,0.03,0.014,0.01,0.004,0.022,0.05,0.03,0.018,0.008,0.01,0.018,0.02,-2.48523021640924,-3.1599672997953,"203774250146_R06C01",9,1,"Gastric"
"X203774250146_R07C01",8.89161065115945," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.231107106590047,0,0.990541587879238,0.783464193862903,0.113124173647722,"male",0.255699166354337,"Colon",0.016,0.002,0.002,0.002,0.01,0.008,0.002,0.004,0.018,0.004,0.02,0.006,0,0.006,0.008,0,0.004,0.008,0.102,0.016,0.45,0.002,0.022,0,0.024,0.004,0.018,0.012,0.028,0.014,0.004,0.03,0.012,0.004,0.008,0.012,0.028,0.024,0.016,0.004,0.006,0.026,0.014,1.89161065115945,0.0289167539707282,"203774250146_R07C01",7,0,"Gastric"
"X203548970057_R05C01",6.98244059054966," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.233312079387013,0,0.981984722482979,0.793835110046285,0.109519146530803,"male",0.256818421441132,"Colon",0.006,0.01,0.002,0.004,0.01,0.006,0.004,0.014,0.014,0,0.014,0.004,0,0.002,0.01,0,0.008,0.008,0.102,0.016,0.424,0.008,0.014,0,0.032,0.006,0.018,0.01,0.02,0.02,0.012,0.016,0.012,0.014,0.008,0.022,0.04,0.026,0.012,0.004,0.006,0.022,0.02,2.98244059054966,-0.662188527343054,"203548970057_R05C01",4,0,"Gastric"
"X203548870033_R08C01",9.02551107357403," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.235482649608813,0,0.983491952537876,0.782936498686256,0.113069928173641,"male",0.270066138548454,"Colon",0.022,0.008,0.002,0.008,0.012,0.006,0.008,0.012,0.012,0.002,0.016,0.008,0,0,0.008,0,0.008,0,0.096,0.018,0.344,0.008,0.016,0,0.048,0.01,0.032,0.006,0.03,0.018,0.008,0.014,0.012,0.012,0.008,0.032,0.048,0.032,0.022,0.006,0.004,0.032,0.012,-1.97448892642597,-1.46126919600935,"203548870033_R08C01",11,0,"Gastric"
"X203548970061_R02C01",4.338769506644," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.235846464937133,0,0.982805401475541,0.795865608474892,0.10977512411475,"male",0.267886080819019,"Colon",0.022,0.006,0.002,0.002,0.008,0.002,0.014,0.006,0.016,0,0.008,0.004,0,0.004,0.008,0.002,0.006,0.006,0.082,0.006,0.546,0.002,0.01,0,0.02,0.002,0.014,0.006,0.012,0.006,0.004,0.014,0.004,0.004,0.002,0.022,0.03,0.028,0.014,0,0.008,0.022,0.026,0.338769506643995,-3.30585961124872,"203548970061_R02C01",4,0,"Gastric"
"X203548870043_R06C01",5.74545600666402," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.234536538898936,0,0.982892660314417,0.793348266824646,0.109717995662285,"male",0.267492960790207,"Colon",0.018,0.004,0,0,0.004,0.006,0.008,0.014,0.018,0,0.016,0.004,0,0.004,0.008,0.002,0.002,0.004,0.088,0.02,0.41,0.004,0.014,0,0.034,0.004,0.024,0.02,0.036,0.018,0.008,0.026,0.016,0.004,0.006,0.022,0.036,0.03,0.018,0.004,0.002,0.028,0.016,1.74545600666402,-1.8991731112287,"203548870043_R06C01",4,0,"Gastric"
"X203548970006_R07C01",6.7650699205249," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.243597543027625,0,0.984059047208222,0.795238396308671,0.110648939320917,"male",0.283443011775371,"Colon",0.012,0.004,0,0,0.006,0.008,0.008,0.012,0.014,0.002,0.014,0.004,0,0.002,0.01,0,0.008,0.004,0.096,0.014,0.47,0.006,0.02,0,0.022,0.006,0.026,0.006,0.028,0.012,0.004,0.028,0.01,0.004,0.004,0.012,0.022,0.028,0.022,0.002,0.006,0.03,0.014,-2.2349300794751,-2.90966716286116,"203548970006_R07C01",9,0,"Gastric"
"X203548870033_R07C01",7.25441871328981," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.233014464867589,0,0.980920225831856,0.7906115617515,0.110067264208241,"female",0.455122743037036,"Colon",0.018,0.006,0,0,0.006,0.008,0.006,0.006,0.018,0.002,0.014,0.004,0,0,0.01,0,0.008,0.01,0.092,0.02,0.388,0.008,0.024,0,0.026,0.008,0.018,0.012,0.048,0.008,0.004,0.014,0.016,0.012,0.008,0.016,0.052,0.038,0.024,0,0.004,0.026,0.018,-1.74558128671019,-2.42031837009624,"203548870033_R07C01",9,1,"Gastric"
"X203548970031_R05C01",12.6649757041685," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.238475641928613,0,0.984243948624253,0.787279512760425,0.112694857975853,"female",0.4572080709035,"Colon",0.01,0.004,0,0.006,0.006,0.004,0.014,0.006,0.008,0.002,0.008,0.004,0,0.002,0.004,0,0.002,0.006,0.086,0.014,0.618,0.002,0.008,0,0.014,0.002,0.018,0.004,0.012,0.002,0.004,0.006,0.004,0.002,0,0.014,0.032,0.026,0.014,0,0.006,0.02,0.006,-3.33502429583152,0.148087469091759,"203548970031_R05C01",16,1,"Gastric"
"X203548870043_R07C01",10.7752254751706," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.234171657114023,0,0.988050049650652,0.786490127741122,0.111490332051224,"female",0.457594411941098,"Colon",0.014,0.006,0,0.004,0.004,0.006,0.01,0.006,0.018,0.002,0.012,0.006,0,0.002,0.004,0,0,0.008,0.082,0.014,0.506,0.006,0.016,0,0.034,0.004,0.02,0.008,0.026,0.01,0.002,0.016,0.016,0.004,0.006,0.022,0.024,0.028,0.016,0.002,0.004,0.018,0.014,-5.22477452482942,-1.74166275990614,"203548870043_R07C01",16,1,"Gastric"
"X203548870114_R04C01",9.16564299359016," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.241490791686046,0,0.98239510130455,0.793197258832633,0.109811816006249,"female",0.438443879135772,"Colon",0.016,0.002,0,0.006,0.004,0.006,0.01,0.008,0.008,0,0.006,0.004,0,0.002,0.01,0,0.006,0.004,0.088,0.01,0.578,0.008,0.012,0,0.014,0.004,0.016,0.008,0.014,0.002,0.01,0.004,0.006,0.004,0,0.012,0.032,0.036,0.014,0,0.01,0.016,0.01,4.16564299359016,1.11499228259877,"203548870114_R04C01",5,1,"Gastric"
"X203548970061_R04C01",8.12945899094189," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.235772562414748,0,0.983180312151864,0.793829931692282,0.110248440547413,"female",0.435978684742529,"Colon",0.018,0.004,0.002,0,0.014,0.002,0.012,0.01,0.014,0,0.012,0.004,0,0,0.008,0,0.002,0.004,0.104,0.02,0.42,0.004,0.016,0,0.016,0.008,0.028,0.002,0.04,0.012,0.004,0.022,0.008,0.01,0.006,0.018,0.048,0.03,0.018,0.004,0.006,0.032,0.018,3.12945899094189,0.0788082799505078,"203548970061_R04C01",5,1,"Gastric"
"X203548870114_R06C01",6.16231055824998," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.236217342991231,0,0.98174550061497,0.792966689855531,0.109628118915406,"female",0.408671700012403,"Colon",0.012,0.004,0,0,0.006,0.004,0.006,0.01,0.02,0.004,0.012,0.004,0,0,0.012,0,0.006,0.004,0.102,0.022,0.394,0.008,0.016,0,0.026,0.006,0.026,0.01,0.032,0.018,0.008,0.028,0.012,0.012,0.006,0.02,0.042,0.028,0.022,0.006,0.006,0.03,0.016,1.16231055824998,-1.88834015274141,"203548870114_R06C01",5,1,"Gastric"
