"ID","Name","NumGenes","CorrectedPvalue","Multifunctionality","GeneMemberDiff"
"GO:0010959","regulation of metal ion transport",379,0.001,0.98,"ACTN2, ACTN4, ADCYAP1R1, ADORA1, AHNAK, AKAP6, ANK2, ANO6, ANXA2, ARF1, ATP1A2, BDKRB1, CACNA1B, CACNA1C, CACNA2D1, CACNB4, CALCR, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CASQ1, CASQ2, CASR, CHP1, CNTN1, COMMD1, CRH, CRHR1, CXCL12, DNM2, DPP10, DPP6, DRD2, DRD3, DYSF, EDN3, EGF, EPPIN, F2RL3, FCRL3, FFAR1, FGF12, FGF14, FXYD2, FXYD3, FXYD6, FYN, GCG, GCK, GNAI2, GNAO1, HAP1, HECW1, HECW2, HSPA2, HTR2A, IFNG, IL16, JPH1, JPH3, JPH4, KCNA1, KCNAB1, KCNAB2, KCNC2, KCNE4, KCNIP1, KCNIP4, KCNMB1, KCNQ1, LACRT, LILRA2, LILRB1, LRRC55, LYN, MYLK, MYO5A, NEDD4L, NETO1, NETO2, NKAIN2, NKAIN4, NOS1, NTSR1, OPRD1, OR56A1, OR5T1, PDE4B, PDE4D, PML, PRKCE, RAMP3, RRAD, RYR2, SCN2B, SCN5A, SLC30A10, SLC8A1, SLC8B1, SPTBN4, STAC, STAC2, STIM1, STK39, TESC, THADA, THY1, TLR9, TMC1, TMC2, TRDN, TREM2, TRPC6, UBASH3B, UTRN, VIP, WWP2"
"GO:0007416","synapse assembly",91,0.002,0.827,"ADD2, BDNF, CDH2, CDH9, CNTN5, DNER, DRD2, DSCAM, DVL1, ERBB4, GABRB3, GPM6A, GRID2, KIRREL3, LRRTM3, MAGI2, MAP1B, NLGN1, NLGN2, NPTN, NRG1, NRXN1, NRXN2, NTNG2, PCDHB11, PCDHB13, PCDHB4, PCLO, PLXNB2, PTPRD, RYK, SDK1, SDK2, SHANK1, SHANK2, SLITRK1, SPOCK2, WNT5A"
"GO:0035725","sodium ion transmembrane transport",91,0.002,0.827,"ANO6, ASIC2, ATP1A2, ATP4A, CACNA1G, CACNA1H, CACNA1I, FXYD2, HCN1, HCN4, NALCN, SCN11A, SCN1A, SCN2B, SCN3A, SCN4A, SCN5A, SCN7A, SCN9A, SCNN1G, SLC12A1, SLC12A3, SLC17A2, SLC17A3, SLC17A7, SLC20A1, SLC20A2, SLC24A2, SLC24A3, SLC24A5, SLC34A1, SLC41A1, SLC5A10, SLC8A1, SLC8B1, SLC9A4, SLC9A9, SLC9C2, TPCN1"
"GO:0051216","cartilage development",167,0.002,0.96,"ACAN, ANXA2, BMP1, BMP5, BMP6, BMP7, BMPR2, CD44, CHRDL2, CHST11, COL11A2, COL12A1, COL14A1, COL1A1, COL20A1, COL27A1, COL2A1, COL6A3, COL7A1, CREB3L2, CSGALNACT1, ECM1, EIF2AK3, EVC, FGF6, FGFR1, GLI2, GNAS, HMGA2, HOXB3, HOXD3, IL17F, LRP6, LUM, MATN2, MBL2, MEX3C, MGP, MMP13, MYF5, NFIB, POC1A, RARB, ROR2, RSPO2, RUNX2, SCARA3, SFRP2, SOX6, SULF1, SULF2, TGFBI, TGFBR2, THBS3, TRPV4, VIT, VWA1, WNT5A, WNT5B, WNT7B, ZBTB16, ZEB1"
"GO:0098815","modulation of excitatory postsynaptic potential",41,0.002,0.864,"CELF4, CHRNA7, CUX2, DLG4, DVL1, IGSF11, LRRK2, NETO1, NLGN1, NLGN2, NPY2R, NRXN1, PRKCZ, RELN, RIMS1, SH3GL1, SHANK1, SHANK2, SSH1, STX1B, TMEM108, ZMYND8"
"GO:0001508","action potential",89,0.002,0.985,"AKAP6, ANK2, ATP1A2, CACNA1C, CACNA1G, CACNA1H, CACNA1I, CACNA2D1, CHRNB4, CLCN1, FGF12, GNAQ, GPR88, GRIK2, HCN4, KCNA1, KCNA2, KCNB1, KCND2, KCND3, KCNE4, KCNJ5, KCNJ8, KCNMB2, KCNQ1, NEDD4L, NTRK2, NTRK3, RYR2, SCN11A, SCN1A, SCN2B, SCN3A, SCN4A, SCN5A, SCN7A, SCN9A, SLC8A1"
"GO:0007608","sensory perception of smell",377,0.002,0.000228,"BEST2, CNGB1, DRD2, NAV2, NCAM2, NXNL2, OR10AG1, OR10G4, OR10G9, OR10K2, OR10S1, OR10W1, OR10X1, OR11A1, OR11L1, OR13A1, OR13D1, OR13G1, OR14A2, OR1C1, OR1E2, OR1G1, OR1J2, OR1J4, OR1N1, OR2AK2, OR2AP1, OR2B6, OR2C3, OR2H1, OR2H2, OR2J2, OR2L13, OR2L3, OR2L5, OR2L8, OR2M3, OR2T27, OR2T3, OR2T33, OR2T4, OR2T6, OR2T7, OR2T8, OR4A47, OR4C15, OR4D1, OR4D2, OR4K1, OR4M1, OR4N2, OR4X1, OR4X2, OR51B4, OR51B5, OR51L1, OR51V1, OR52B2, OR52E8, OR52I2, OR52M1, OR56A1, OR56A3, OR56B1, OR56B4, OR5A1, OR5AP2, OR5AR1, OR5AS1, OR5AU1, OR5B12, OR5D14, OR5H1, OR5H2, OR5H6, OR5I1, OR5J2, OR5M1, OR5M10, OR5M11, OR5R1, OR5T1, OR5T2, OR5T3, OR5V1, OR6B1, OR6B2, OR6B3, OR6C1, OR6C2, OR6C3, OR6C65, OR6C70, OR6C75, OR6F1, OR6N1, OR6N2, OR6P1, OR6Q1, OR6X1, OR6Y1, OR7A5, OR7D2, OR7G2, OR8B12, OR8D4, OR8H1, OR8H2, OR8J1, OR8J3, OR8K5, OR8S1, OR8U1, OR9A4, OR9G1, OR9Q1, PDE4A, UBR3"
"GO:0055007","cardiac muscle cell differentiation",86,0.002,0.886,"ACTN2, ACVR1, ADRA1A, AKAP13, ALPK2, ALPK3, ARID1A, FHL2, FHOD3, GATA4, KDM6B, LMNA, LRRC10, MAP2K4, MEF2A, MYH11, MYH6, MYL2, MYLK3, MYO18B, MYOM1, MYOM2, MYOM3, NEB, NOX4, NRAP, NRG1, PDGFRA, RARB, SGCD, SLC8A1, SORBS2, SOX6, TBX5, TTN, WNT8A, WT1"
"GO:0070588","calcium ion transmembrane transport",193,0.002,0.928,"ANO6, ANXA2, ATP2A2, ATP2B2, CACNA1B, CACNA1C, CACNA1E, CACNA1G, CACNA1H, CACNA1I, CACNA2D1, CACNA2D2, CACNA2D3, CACNA2D4, CACNB4, CACNG2, CACNG4, CACNG5, CCR5, CHRNA7, CUL5, DRD2, FAM155A, GPM6A, GRIN2A, GRIN2B, GRIN3A, HTR2A, ITPR1, JPH1, JPH3, JPH4, MICU3, NALCN, OPRM1, ORAI2, PDE2A, PKD1L1, PKD1L2, PLCB1, PLCD3, PLCE1, PLCH2, PLCL1, PLCL2, PLCZ1, RASA3, RYR1, RYR2, RYR3, SLC24A2, SLC24A3, SLC24A5, SLC25A25, SLC8A1, SLC8B1, TMC1, TMC2, TMCO1, TPCN1, TPCN2, TRDN, TRPC4, TRPC6, TRPC7, TRPM3, TRPM6, TRPV4"
"GO:0061448","connective tissue development",218,0.003,0.968,"AACS, ACAN, ACTA2, ANXA2, ARID5B, BMP1, BMP5, BMP6, BMP7, BMPR2, CASR, CD44, CHRDL2, CHST11, COL11A2, COL12A1, COL14A1, COL1A1, COL20A1, COL27A1, COL2A1, COL5A1, COL6A3, COL7A1, CREB3L2, CSGALNACT1, EBF2, ECM1, EIF2AK3, EVC, FGF6, FGFR1, FTO, GLI2, GNAS, HMGA2, HOXB3, HOXD3, IL17F, LRP5, LRP6, LUM, MATN2, MBL2, MEX3C, MGP, MMP13, MYF5, NFIB, OXCT1, POC1A, RARB, ROR2, RORC, RSPO2, RUNX2, SCARA3, SFRP2, SLC25A25, SOX6, SULF1, SULF2, TGFBI, TGFBR2, THBS3, TRPV4, UMODL1, VIT, VWA1, WNT5A, WNT5B, WNT7B, ZBTB16, ZEB1"
"GO:0031646","positive regulation of neurological system process",62,0.003,0.881,"CHRNA7, CHRNB4, CUX2, DAG1, DLG4, DVL1, HGF, IGSF11, ITGAX, MAG, NETO1, NLGN1, NLGN2, NRXN1, NTSR1, PARD3, PRKCZ, RELN, RIMS1, SHANK1, SHANK2, SLC25A12, SSH1, STX1B, TENM4, TNFRSF1B, TNR, UNC13B, WASF3"
"GO:0023061","signal release",166,0.003,0.962,"APBA1, CACNA1B, CADPS2, CAMK2G, CHAT, CPLX1, CPLX4, CRHR1, CTBP2, DGKI, DOC2B, DVL1, EDN3, ERC2, EXOC3L1, FAM129B, FFAR1, FFAR4, GRM4, HSPA8, INHBA, LIN7A, LYN, MYO5A, NF1, NLGN1, NRXN1, NRXN2, OTOF, PCLO, PIP5K1C, PPFIA2, PPFIA4, PTPRN, PTPRN2, RIMS1, RIMS3, RIMS4, RPH3A, SLC30A8, SLC44A4, SLC6A9, SNAP25, SNAP47, STX11, STX1B, STXBP3, SYT1, SYT12, SYT2, SYT4, SYT6, SYT8, SYT9, TRPV4, UNC13A, UNC13B, UNC13C, VIP"
"GO:0017158","regulation of calcium ion-dependent exocytosis",110,0.003,0.971,"ADORA2B, ADRA1A, APBA1, APBA2, ARF1, ATP2A2, CACNA1G, CACNA1H, CACNA1I, CHRM2, CNR1, CPLX1, DGKI, DOC2B, DRD2, DVL1, GIT1, GNAI2, GRIK5, GRIN3A, HTR2A, KCNB1, LRRK2, NLGN1, PFN2, PPFIA2, PRKCB, PRKCG, RIMS1, RIMS3, RIMS4, STX1B, STXBP3, SYT1, SYT12, SYT15, SYT17, SYT2, SYT4, SYT6, SYT8, SYT9, UNC13B, ZP3"
"GO:0014059","regulation of dopamine secretion",37,0.004,0.779,"CNR1, CXCL12, DRD2, DRD3, GDNF, HTR2A, KCNA2, NPY2R, OR56A1, OR5T1, SYT1, SYT12, SYT15, SYT17, SYT2, SYT4, SYT6, SYT8, SYT9"
"GO:0016358","dendrite development",104,0.004,0.938,"ACTL6B, ARID1B, BMP7, CAMK2A, CHRNA7, CTNNA2, CTNND2, DAB1, DCDC2, DCLK1, DLG4, DOCK10, DSCAM, DVL1, EGFLAM, EPHB1, FYN, GRIN3A, GRIP1, HDAC2, IGSF9, KLF7, KLHL1, MAP1B, MAP2, MATN2, MEF2A, MINK1, NRP1, NTN1, PHACTR1, PICALM, PREX2, PRKG1, PTN, RELN, RERE, SDC2, SHANK1, SHANK2, SLC12A5, TRAK1"
"GO:0060560","developmental growth involved in morphogenesis",104,0.004,0.996,"AUTS2, BDNF, CCL11, CDKL3, COBL, CPNE1, DCLK1, DDR1, DVL1, EFNA5, ESR1, FGF1, FGF10, HSP90AB1, IQGAP1, KIF26B, LRP6, MAGI2, MAP1B, MED1, NDEL1, NDN, NRP1, POSTN, PRKCZ, SALL1, SEMA5A, SEMA5B, SFRP1, SFRP2, SH3GL2, SLIT1, SLIT2, SLIT3, TGFBR2, TIAM1, TMEM108, ULK2, WNT11, WNT5A, WNT7B, ZEB2"
"GO:0045761","regulation of adenylate cyclase activity",32,0.004,0.799,"CACNA1C, CCR2, CRHR1, DRD2, DRD3, GABBR2, GALR1, GNAI2, GRM2, GRM3, NF1, NPFFR2, OR56A1, OR5T1, PALM, STIM1, TIMP2"
"GO:0016339","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules",43,0.004,0.00467,"AJUBA, ARVCF, CDH10, CDH11, CDH13, CDH17, CDH18, CDH2, CDH22, CDH23, CDH4, CDH5, CDH6, CDH8, CDH9, CDHR3, NLGN1, PCDH12, PCDHB11, PCDHB13, PCDHB4, SELP"
"GO:0034330","cell junction organization",204,0.005,0.913,"ACTN1, ACTN2, ACTN4, AJUBA, ANK2, ARVCF, CADM1, CADM2, CADM3, CD9, CDH10, CDH11, CDH13, CDH17, CDH18, CDH2, CDH23, CDH4, CDH5, CDH6, CDH8, CDH9, CDHR3, CLDN1, COL17A1, CSF1R, CTNNA1, CTNND2, DLC1, FERMT2, FN1, FRMPD2, ITGA5, JUP, KIFC3, KRT5, LAMA3, LAMA5, LAMB3, LIM2, LIMS2, MICALL2, MPP7, NFASC, NLGN2, NUMBL, PARD3, PARD6B, PIP5K1C, PKP3, PLEC, PLEKHA7, PRKCA, PTPRO, RAB8B, RASSF8, RHOD, SDK1, SDK2, SORBS1, TBCD, TGFB2, THY1, TJP1, TLN2, TNS1, TRPV4, WNT11, XIRP2"
"GO:0051899","membrane depolarization",49,0.005,0.841,"ANK2, ATP1A2, BEST2, CACNA1B, CACNA1C, CACNA1E, CACNA1G, CACNA1H, CACNA1I, CACNA2D1, CACNB4, CACNG2, CACNG4, HCN4, PRKCZ, SCN11A, SCN1A, SCN2B, SCN3A, SCN4A, SCN5A, SCN7A, SCN9A, SLC8A1"
"GO:0060350","endochondral bone morphogenesis",67,0.005,0.844,"ANXA2, BMP6, BMPR2, CARM1, COL12A1, COL13A1, COL14A1, COL1A1, COL20A1, COL27A1, COL2A1, COL6A3, COL7A1, CSGALNACT1, GNAS, INPPL1, MATN2, MBL2, MMP13, MMP16, PEX7, POC1A, RARB, RUNX2, SCARA3, TGFBR2, THBS3, TRPV4, VIT, VWA1"
"GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway",102,0.005,0.95,"ACTN2, ADRA1A, ADRA1D, AGTR1, C5AR2, CASR, CHRM2, CMKLR1, CXCR2, DRD2, DRD3, ESR1, F2RL3, FPR1, FPR2, FPR3, GNA14, GNA15, GNAQ, GNB1, GPR139, GPR17, GPR20, GRM1, GRM5, HRH1, HTR2A, LHCGR, LPAR1, MC3R, NMUR1, NMUR2, OPRD1, OPRM1, OR56A1, OR5T1, PLCE1, PTGER3, TACR1, VIP"
"GO:0007171","activation of transmembrane receptor protein tyrosine kinase activity",13,0.005,0.562,"ANGPT1, ANGPT4, DGKQ, EFNA5, EGF, GREM1, NRG1, NRG3, PDGFC, PILRB"
"GO:0035051","cardiocyte differentiation",112,0.005,0.999,"ACTN2, ACVR1, ADRA1A, AKAP13, ALPK2, ALPK3, ANXA2, ARID1A, FHL2, FHOD3, GATA4, GREM1, KDM6B, LMNA, LRRC10, MAP2K4, MEF2A, MYH11, MYH6, MYL2, MYLK3, MYO18B, MYOM1, MYOM2, MYOM3, NEB, NOX4, NRAP, NRG1, PDGFRA, RARB, RBPJ, SGCD, SLC8A1, SORBS2, SOX6, TBX5, TENM4, TGFB2, TGFBR3, TTN, TWIST1, WNT8A, WT1"
"GO:0006022","aminoglycan metabolic process",156,0.005,0.908,"ACAN, ANGPT1, B3GAT1, B3GNT5, B3GNT6, B4GALT1, B4GALT5, CD44, CHIA, CHIT1, CHP1, CHPF, CHST1, CHST11, CHST13, CHST9, CHSY3, CSGALNACT1, DCN, EGFLAM, GALNT5, GNS, GPC2, GPC5, GPC6, HEXA, HGF, HPSE2, HS2ST1, HS3ST1, HS3ST2, HS3ST3A1, HS3ST3B1, HS3ST5, IDUA, IL15, ITIH1, ITIH2, ITIH3, ITIH5, LUM, LYVE1, NAGLU, NDST3, NDST4, PGLYRP3, PGLYRP4, SDC2, SPOCK2, SPOCK3, ST3GAL1, ST3GAL2, ST3GAL3, ST3GAL4, ST3GAL6"
"GO:0050772","positive regulation of axonogenesis",83,0.005,0.957,"BDNF, BMPR2, CDH4, CHODL, CXCL12, DISC1, DSCAM, EFNA5, FN1, LIMK1, MAP1B, MAP2K1, MAP2K2, MEGF8, NDEL1, NGF, NGFR, NRP1, NTN1, NTRK2, NTRK3, PAFAH1B1, PLXNA4, PLXNB2, PLXNC1, ROBO1, ROBO2, SEMA5A, SLIT2, SLITRK1, TIAM1, TRAK1, TWF2, ZEB2"
"GO:0050770","regulation of axonogenesis",177,0.005,0.946,"BDNF, BMPR2, CDH2, CDH4, CDKL3, CHN1, CHODL, CNTN2, CXCL12, DAB1, DCC, DISC1, DNM2, DRAXIN, DSCAM, EFNA5, FN1, FSTL4, KIF13B, LIMK1, LINGO1, LRRC4C, MAG, MAP1B, MAP2, MAP2K1, MAP2K2, MARK2, MEGF8, NDEL1, NGF, NGFR, NRP1, NTN1, NTRK2, NTRK3, OLFM1, PAFAH1B1, PLXNA4, PLXNB2, PLXNC1, PTPRO, PTPRS, RET, ROBO1, ROBO2, RYK, SEMA4B, SEMA5A, SEMA6B, SEMA6D, SLIT2, SLITRK1, THY1, TIAM1, TNR, TRAK1, TWF2, ULK2, WNT5A, ZEB2"
"GO:0086010","membrane depolarization during action potential",30,0.005,0.763,"ANK2, ATP1A2, CACNA1C, CACNA1G, CACNA1H, CACNA1I, CACNA2D1, HCN4, SCN11A, SCN1A, SCN2B, SCN3A, SCN4A, SCN5A, SCN7A, SCN9A, SLC8A1"
"GO:0048738","cardiac muscle tissue development",160,0.005,0.996,"ACTN2, ACVR1, ADAMTS9, ADRA1A, AKAP13, ALDH1A2, ALPK2, ALPK3, ARID1A, BMP5, BMP7, BMPR2, FHL2, FHOD3, GATA4, KDM6B, LMNA, LRRC10, MAP2K4, MED1, MEF2A, MYH11, MYH6, MYH7, MYL2, MYLK2, MYLK3, MYO18B, MYOM1, MYOM2, MYOM3, NEB, NOX4, NPRL3, NRAP, NRG1, PDGFRA, RARB, RBPJ, RYR2, SGCD, SGCG, SGCZ, SLC8A1, SORBS2, SOX6, TBX5, TENM4, TGFB2, TGFBR3, TNNI1, TTN, WNT5A, WNT8A, WT1, XIRP2, ZFPM2"
"GO:0031424","keratinization",220,0.005,0.000513,"ABCA12, CDSN, CNFN, CYP26B1, DSC2, FLG, HRNR, IVL, JUP, KAZN, KLK5, KRT13, KRT15, KRT16, KRT19, KRT3, KRT38, KRT4, KRT5, KRT6B, KRT7, KRT71, KRT73, KRT74, KRT75, KRT76, KRT79, KRT86, KRTAP10-5, KRTAP12-1, KRTAP13-1, KRTAP13-3, KRTAP15-1, KRTAP17-1, KRTAP19-2, KRTAP19-4, KRTAP19-5, KRTAP19-6, KRTAP19-8, KRTAP2-3, KRTAP20-1, KRTAP21-1, KRTAP21-3, KRTAP22-1, KRTAP24-1, KRTAP25-1, KRTAP26-1, KRTAP27-1, KRTAP5-5, KRTAP5-9, KRTAP6-1, KRTAP6-2, KRTAP8-1, LCE1C, LCE1F, LCE2A, LCE2B, LCE2D, LCE3E, LCE4A, LCE5A, LCE6A, PCSK6, PKP3, PPHLN1, PPL, SPINK5, SPRR1A, SPRR1B, SPRR2B, SPRR2D, SPRR2G, SPRR4, TGM3, TGM5"
"GO:0051480","regulation of cytosolic calcium ion concentration",326,0.005,0.974,"ADCY5, ADCY8, ADCYAP1R1, ADORA1, ADRA1A, ADRA1D, AGTR1, AKAP6, ANXA2, ATP1A2, ATP2B2, BDKRB1, C5AR2, CACNA1C, CACNA2D1, CALCB, CALCR, CASQ1, CCL1, CCR2, CCR3, CCR5, CD36, CD38, CDH23, CIB2, CMKLR1, CNGB1, CNR1, CXCR1, CXCR2, CXCR5, DLG4, DRD2, DRD3, ESR1, F2RL3, FAM155A, FPR1, FPR2, FPR3, GALR1, GLP1R, GNA13, GNA15, GNAT2, GNB1, GPR17, GPR20, GRIA1, GRIN2A, GRIN2B, GRM1, GRM5, HAP1, HTR2A, IAPP, ITPR1, JPH1, JPH3, JPH4, LACRT, LPAR1, LRP6, MYO5A, NMUR2, NPTN, NPY2R, NTSR1, OR56A1, OR5T1, PDGFRA, PLCB1, PLCD3, PLCE1, PLCH2, PLCL1, PLCL2, PLCZ1, PTGER3, PTGFR, PTGIR, RAMP3, RASA3, RYR1, RYR2, RYR3, SCGN, SLC8A1, SLC8B1, SYNPO, TACR1, THY1, TPCN1, TPCN2, TRDN, TRPC4, TRPC6, TRPC7, TRPV4, WNT5A"
"GO:0060349","bone morphogenesis",106,0.005,0.954,"ACP5, ANXA2, BMP6, BMPR2, CARM1, COL12A1, COL13A1, COL14A1, COL1A1, COL20A1, COL27A1, COL2A1, COL6A3, COL7A1, CSGALNACT1, CYP26B1, GLI3, GNAS, INPPL1, INSIG1, LRP5, LRP6, LTBP3, LTF, MATN2, MBL2, MEGF8, MMP13, MMP16, PAPPA2, PEX7, POC1A, RARB, RUNX2, SCARA3, SFRP2, TGFBR2, THBS3, TRPV4, TWIST1, VIT, VWA1"
"GO:0051588","regulation of neurotransmitter transport",140,0.006,0.989,"ADORA2B, ADRA1A, APBA1, APBA2, ATP1A2, ATP2A2, CAMK2A, CHRM2, CHRNB4, CNR1, CPLX1, CPLX4, CRH, DGKI, DRD2, DRD3, DVL1, GDNF, GIT1, GRIK5, GRIN3A, HTR2A, ITGB3, KCNC4, KMO, LILRB1, LRRK2, MCTP1, NF1, NLGN1, NOS1, NTSR1, PFN2, PPFIA2, PRKCB, PRKCG, RAB3B, RHOT1, RIMS1, RIMS3, RIMS4, SLC6A1, SNCAIP, STX1B, SYT1, SYT12, SYT4, SYT9, TNFSF11, TRH, UNC13A, UNC13B"
"GO:0072511","divalent inorganic cation transport",294,0.006,0.92,"ABCC2, ADRA1A, ANK2, ANO6, ANXA2, ATP2A2, ATP2B2, CACNA1B, CACNA1C, CACNA1E, CACNA1G, CACNA1H, CACNA1I, CACNA2D1, CACNA2D2, CACNA2D3, CACNA2D4, CACNB4, CACNG2, CACNG4, CACNG5, CALCRL, CAMK2A, CASR, CCL8, CCR5, CDH23, CHRNA7, CLDN16, CSN2, CUL5, DRD2, FAM155A, FYN, GCK, GPM6A, GRIN2A, GRIN2B, GRIN3A, HTR2A, ITPR1, JPH1, JPH3, JPH4, MICU3, NALCN, NMUR1, NMUR2, OPRM1, ORAI2, PDE2A, PKD1L1, PKD1L2, PLCB1, PLCD3, PLCE1, PLCH2, PLCL1, PLCL2, PLCZ1, PRKCB, RAMP1, RAMP3, RASA3, RYR1, RYR2, RYR3, SLC11A1, SLC24A2, SLC24A3, SLC24A5, SLC25A25, SLC30A10, SLC30A8, SLC39A11, SLC41A1, SLC8A1, SLC8B1, STIM1, TCN1, TMC1, TMC2, TMCO1, TMEM163, TPCN1, TPCN2, TRDN, TRPC4, TRPC6, TRPC7, TRPM3, TRPM6, TRPV4, TUSC3"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell",354,0.006,5.7e-05,"OR10AG1, OR10G4, OR10G9, OR10K2, OR10S1, OR10W1, OR10X1, OR11A1, OR11L1, OR13A1, OR13D1, OR13G1, OR14A2, OR1C1, OR1E2, OR1G1, OR1J2, OR1J4, OR1N1, OR2AK2, OR2AP1, OR2B6, OR2C3, OR2H1, OR2H2, OR2J2, OR2L13, OR2L3, OR2L5, OR2L8, OR2M3, OR2T27, OR2T3, OR2T33, OR2T4, OR2T6, OR2T7, OR2T8, OR4A47, OR4C15, OR4D1, OR4D2, OR4K1, OR4M1, OR4N2, OR4X1, OR4X2, OR51B4, OR51B5, OR51L1, OR51V1, OR52B2, OR52E8, OR52I2, OR52M1, OR56A1, OR56A3, OR56B1, OR56B4, OR5A1, OR5AP2, OR5AR1, OR5AS1, OR5AU1, OR5B12, OR5D14, OR5H1, OR5H2, OR5H6, OR5I1, OR5J2, OR5M1, OR5M10, OR5M11, OR5R1, OR5T1, OR5T2, OR5T3, OR5V1, OR6B1, OR6B2, OR6B3, OR6C1, OR6C2, OR6C3, OR6C65, OR6C70, OR6C75, OR6F1, OR6N1, OR6N2, OR6P1, OR6Q1, OR6X1, OR6Y1, OR7A5, OR7D2, OR7G2, OR8B12, OR8D4, OR8H1, OR8H2, OR8J1, OR8J3, OR8K5, OR8S1, OR8U1, OR9A4, OR9G1, OR9Q1"
"GO:2000463","positive regulation of excitatory postsynaptic potential",28,0.007,0.845,"CHRNA7, CUX2, DLG4, DVL1, IGSF11, NETO1, NLGN1, NLGN2, NRXN1, PRKCZ, RELN, RIMS1, SHANK1, SHANK2, SSH1, STX1B"
"GO:0018212","peptidyl-tyrosine modification",148,0.007,0.924,"ABI3, ALK, BLK, CLK3, CSF1R, DDR1, DYRK3, EGF, EPHA10, EPHA2, EPHA5, EPHA6, EPHB1, EPHB6, ERBB4, FES, FGFR1, FLT1, FRK, FYN, GHR, HCK, HIPK2, IL15, ITK, KDR, KIT, LMTK2, LYN, MAP2K1, MAP2K2, MAP2K4, MAP2K5, MATK, MST1R, NTRK1, NTRK2, NTRK3, PDGFRA, RELN, RET, ROR1, ROR2, ROS1, RYK, SCYL1, SLA, TIE1, TNK2, TPST1, TTBK1, TTN, TXK, ZAP70"
"GO:0070838","divalent metal ion transport",288,0.007,0.92,"ADRA1A, ANK2, ANO6, ANXA2, ATP2A2, ATP2B2, CACNA1B, CACNA1C, CACNA1E, CACNA1G, CACNA1H, CACNA1I, CACNA2D1, CACNA2D2, CACNA2D3, CACNA2D4, CACNB4, CACNG2, CACNG4, CACNG5, CALCRL, CAMK2A, CASR, CCL8, CCR5, CDH23, CHRNA7, CLDN16, CSN2, CUL5, DRD2, FAM155A, FYN, GCK, GPM6A, GRIN2A, GRIN2B, GRIN3A, HTR2A, ITPR1, JPH1, JPH3, JPH4, MICU3, NALCN, NMUR1, NMUR2, OPRM1, ORAI2, PDE2A, PKD1L1, PKD1L2, PLCB1, PLCD3, PLCE1, PLCH2, PLCL1, PLCL2, PLCZ1, PRKCB, RAMP1, RAMP3, RASA3, RYR1, RYR2, RYR3, SLC11A1, SLC24A2, SLC24A3, SLC24A5, SLC25A25, SLC30A10, SLC30A8, SLC39A11, SLC41A1, SLC8A1, SLC8B1, STIM1, TMC1, TMC2, TMCO1, TMEM163, TPCN1, TPCN2, TRDN, TRPC4, TRPC6, TRPC7, TRPM3, TRPM6, TRPV4, TUSC3"
"GO:0008037","cell recognition",138,0.007,0.91,"B4GALT1, CADM1, CD209, CD226, CD36, CD9, CLEC7A, CNR1, CNTN2, CNTN4, CNTN6, CNTNAP2, COLEC12, CRTAC1, CSGALNACT1, DOCK2, DOCK8, DSCAM, DSCAML1, EPHB1, FCN1, FCN2, FCN3, GAP43, IGSF9, LAMA5, MEGF8, NCAM2, NDN, NEXN, NPTN, NRP1, NTM, OPCML, PALLD, PCDH12, PCDHA7, PEAR1, ROBO1, ROBO2, ROBO4, SCARB1, SEMA5A, TNFRSF21, TNN, TUB, ZAN, ZP1, ZP3, ZPBP"
"GO:0018108","peptidyl-tyrosine phosphorylation",145,0.007,0.924,"ABI3, ALK, BLK, CLK3, CSF1R, DDR1, DYRK3, EGF, EPHA10, EPHA2, EPHA5, EPHA6, EPHB1, EPHB6, ERBB4, FES, FGFR1, FLT1, FRK, FYN, GHR, HCK, HIPK2, IL15, ITK, KDR, KIT, LMTK2, LYN, MAP2K1, MAP2K2, MAP2K4, MAP2K5, MATK, MST1R, NTRK1, NTRK2, NTRK3, PDGFRA, RELN, RET, ROR1, ROR2, ROS1, RYK, SCYL1, SLA, TIE1, TNK2, TTBK1, TTN, TXK, ZAP70"
"GO:0055001","muscle cell development",145,0.007,0.97,"ACTN2, ADRA1A, AKAP13, ALPK2, ALPK3, ANK2, ATP2A2, CACNA2D2, CASQ1, CASQ2, CAV2, CFLAR, CSRP1, DNER, DYSF, FHL2, FHOD3, GATA4, IGF1, KRT19, LMNA, LMOD1, LMOD2, LRRC10, MAP2K4, MEF2A, MYH11, MYH6, MYL2, MYLK3, MYO18B, MYOF, MYOM1, MYOM2, MYOM3, NEB, NFATC2, NRAP, OBSCN, PDGFRA, PGM5, RYR1, SGCD, SGCZ, SLC8A1, SMYD3, SORBS2, SYNPO2L, SYPL2, TNNT3, TTN, WFIKKN2"
