"ID","Name","NumGenes","CorrectedPvalue","Multifunctionality","GeneMemberDiff"
"GO:0120032","regulation of plasma membrane bounded cell projection assembly",195,0.005,0.91,"AGRN, ARAP1, ARHGAP44, ATP8B1, AUTS2, BCAS3, CAPZB, CCDC88A, CCL19, CDC42EP4, CDC42EP5, CDK10, CDKL1, COBL, CORO1C, CROCC, CYLD, DMTN, EPS8L2, EVL, F2RL1, FER, FSCN1, HDAC4, HTT, ICAM1, KANK1, KCTD17, MARK4, MTOR, NEURL1, PALM, PPP1R16B, PPP1R9A, PRKCD, RABEP2, RABGAP1, RAP1GAP, RCC2, SEPT9, SH3YL1, SYNE2, TBC1D1, TBC1D10B, TBC1D14, TBC1D16, TBC1D2, TBC1D22A, TBC1D24, TBC1D2B, TBC1D5, TBC1D8, TCHP, TENM2, WASL, WRAP73"
"GO:0042476","odontogenesis",118,0.006,0.961,"ANKRD11, AQP1, AXIN2, BCL11B, BMP2, BMP7, BMPR1A, CNNM4, CTNNA1, EDAR, FAM20A, FAM20C, FGFR2, FOXO1, GLI2, HDAC1, ID3, ITGB4, JAG2, KLK5, LEF1, LRP4, MSX2, MYO5A, NF2, NFIC, ODAM, OSR2, PAM, RELT, RUNX2, SDC1, SRC, STIM1, TCIRG1, TP63, TSPEAR"
"GO:0090630","activation of GTPase activity",86,0.006,0.0672,"ABR, AKT2, ARHGEF16, BCAS3, BCR, CORO1C, MTSS1L, NEDD9, RABGAP1, RABGAP1L, RALGAPA1, RALGAPA2, RANGAP1, RAPGEF1, RASGRP1, RCC2, SIPA1L1, TBC1D1, TBC1D10B, TBC1D14, TBC1D16, TBC1D2, TBC1D22A, TBC1D2B, TBC1D4, TBC1D5, TBC1D8, TBC1D9, TIAM1, TSC1"
"GO:0007044","cell-substrate junction assembly",41,0.006,0.669,"ACTN1, ARHGEF7, BCL2, BCR, COL17A1, DLC1, ITGA2, ITGB4, LAMA3, LAMA5, LAMB3, PDPK1, PEAK1, PLEC, PTPRK, RCC2, SORBS1, TLN1"
"GO:0006656","phosphatidylcholine biosynthetic process",31,0.007,0.535,"ABHD3, CEPT1, CHKB, CHPT1, CSNK2A1, LCAT, LPIN1, LPIN2, LPIN3, PEMT, SLC44A1, SLC44A3, SLC44A4, STARD10, STARD7"
"GO:0048762","mesenchymal cell differentiation",145,0.007,0.992,"ACVRL1, ADAM15, AKNA, ALDH1A2, BCL2, BMP2, BMP7, BMPR1A, CFL1, CORO1C, DLG5, EDN3, EDNRB, FBXL17, FGFR1, FGFR2, FOLR1, GSK3B, HEY1, JAG1, KITLG, LAMA5, LEF1, MAPK1, MAPK3, MSX2, NOTCH1, NRG1, OVOL2, PDCD4, PDCD6, RTN4, SEMA3A, SEMA3B, SEMA3C, SEMA3F, SEMA4B, SEMA4C, SEMA6A, SMAD4, SOX8, TGFB1, WNT2, WWTR1"
"GO:0010976","positive regulation of neuron projection development",276,0.007,0.946,"ABL2, AGT, ANAPC2, ANKRD27, APBB1, ARHGDIA, AVIL, BAIAP2, BMP7, CAMK1D, CAMK2B, CBFA2T2, CFLAR, COBL, CPEB3, CPNE5, CRABP2, CUX1, DAB2IP, DDX56, DLG5, DVL2, EEF2K, EP300, EPHA4, EZH2, FBXO31, FBXO38, FES, FGFR1, FOXO6, FYN, ITGA3, LPAR1, LRP8, LTK, MAP2K1, MAP6, MAPK6, MARK2, METRN, MTOR, NEDD4L, NEURL1, NFE2L2, NIN, OBSL1, OPA1, PAK1, PARP6, PLXNA1, PLXNA2, PLXNB2, PLXNC1, PPP1R9A, PRKCI, PTK7, PTPRD, RAB21, RAP1A, RAPGEF1, RAPGEF2, RND2, RNF157, ROR2, SF3A2, SHANK2, SMURF1, STK11, TIAM1, TRAK1, VEGFA"
"GO:0032148","activation of protein kinase B activity",28,0.007,0.81,"ANG, CCDC88A, FGF1, INSR, MAPKAP1, MLST8, MTOR, NRG1, PDGFB, PDPK1, PRKCZ, PRR5, RICTOR, SRC"
"GO:1905477","positive regulation of protein localization to membrane",120,0.008,0.98,"AGR2, AKT2, ANK3, ARHGEF16, BAD, BBC3, BCL2, CACNB3, CASP8, CNST, EGFR, EPHB2, FYN, ITGA3, KIF5B, LRP4, MYO1C, NKD2, NMT1, PAK1, PDPK1, PDZK1, PIK3R1, PPP1R13B, PPP1R9B, PPP3CC, PRKCE, PRKCH, PRKCI, RER1, SLC51B, SORBS1, SPTBN1, SQSTM1, TFDP2, TP63, TP73, YWHAE"
"GO:0001952","regulation of cell-matrix adhesion",112,0.008,0.982,"ABL1, ACER2, ACVRL1, ADAM15, BCAS3, BCL2, CDH13, CDK6, CLASP1, COL16A1, CORO1C, DLC1, DMTN, FAM107A, GSK3B, HOXA7, JAG1, JUP, LIMCH1, NF2, NINJ1, PEAK1, PHLDB2, PIK3CB, PIK3R1, PRKCZ, PTK2, RASA1, RCC2, SKAP1, SMAD3, SRC, THBS1, TSC1, UTRN, VEGFA"
"GO:0051153","regulation of striated muscle cell differentiation",112,0.008,0.992,"AKAP13, AKAP6, BCL2, BHLHE41, BMP2, CAPN2, CFLAR, DDX39B, DLL1, DMPK, EFNB2, EHD1, EHD2, EZH2, FAM129B, FBXO22, FRS2, HDAC1, HDAC4, HDAC9, MAPK14, MESP1, MTOR, NFATC2, NOTCH1, NRG1, PAK1, PI16, PROX1, RBM24, RBM38, SMAD4, SOX6, TGFB1, TRIM32"
"GO:0061138","morphogenesis of a branching epithelium",151,0.009,0.999,"BCL2, BMP2, BMP7, BTRC, COL4A1, DLG5, ESRP2, FGF1, FGF2, FGFR1, FGFR2, FRS2, FZD5, GCM1, GLI2, GRHL2, HOXA5, HOXD11, KRAS, LAMA5, LEF1, LRP5, LRP5L, MSX2, NOTCH1, NRARP, PAK1, PBX1, PGF, PKD1, PLXNA1, PPP1CA, PROX1, PTCH1, SEMA3A, SEMA3C, SMAD4, SOX8, SRC, ST14, TBX20, TP63, VDR, VEGFA, YAP1"
"GO:0010810","regulation of cell-substrate adhesion",200,0.009,0.964,"ABL1, ACER2, ACTN4, ACVRL1, ADAM15, AGR2, ALOX15, ANGPT2, ARHGEF7, BCAS3, BCL2, CDH13, CDK6, CLASP1, COL16A1, CORO1C, DLC1, DMTN, DOCK1, FAM107A, GSK3B, HOXA7, ITGA3, JAG1, JUP, KANK1, LIMCH1, MYADM, NEDD9, NF2, NINJ1, NOTCH1, OLFM4, PEAK1, PHLDB2, PIK3CB, PIK3R1, PREX1, PRKCE, PRKCZ, PTK2, PTPRO, RASA1, RCC2, RREB1, SKAP1, SMAD3, SMOC2, SPOCK2, SRC, THBS1, TRIOBP, TSC1, UTRN, VEGFA"
"GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway",191,0.009,0.941,"ACVR1B, ACVR2A, ACVRL1, APPL2, BMP2, BMP6, BMP7, BMPR1A, FAM83G, FKBP1A, FSTL1, FURIN, FUT8, HIPK2, HNF4A, HPGD, INHA, ITGB5, LEF1, LEFTY1, LNPEP, LTBP1, LTBP3, MAP3K7, MAPK14, MAPK3, MSX2, NLK, NUP93, PARD3, PARP1, PDCD4, PRKCZ, PTK2, PTPRK, PXN, RGMB, RNF111, ROR2, RUNX2, SLC39A5, SMAD1, SMAD2, SMAD3, SMAD4, SMAD6, SMAD7, SMURF1, SPTBN1, SRC, TDGF1, TGFB1, UBE2D3, ZFYVE9"
"GO:0050773","regulation of dendrite development",147,0.009,0.941,"ADAM10, ANAPC2, ANKRD27, ARHGAP44, BAIAP2, BCL11A, BMP7, CAMK1D, CAMK2B, CFL1, COBL, CPEB3, CUX1, DAB2IP, DLG5, EEF2K, EPHA4, EZH2, FBXO31, FOXO6, GSK3B, HECW2, LPAR1, LRP8, LZTS3, MAPK6, MTOR, NEDD4L, NEURL1, NGEF, NSMF, OBSL1, OPA1, PARP6, PPP1R9A, PPP3CA, PREX1, PTPRD, RAB21, RAPGEF2, SHANK2, SIPA1L1, STK11, TIAM1"
"GO:0070482","response to oxygen levels",360,0.009,0.988,"ABAT, ACTN4, ACVRL1, ADAM15, ADAM8, AK4, ALAD, ANG, ANGPT2, APOLD1, AQP1, ARNT, ATP6V0D1, ATP6V1A, B3GAT1, BAD, BCL2, BMP2, BMP7, BNIP3, BRIP1, CA9, CACNB3, CAPN2, CARD16, CASP3, CBFA2T3, CDK4, CFLAR, CPEB4, CREBBP, DNMT3A, DPP4, EEF2K, EIF4EBP1, EP300, ETS1, F7, FMN2, FOXO1, GNB1, HIF3A, HIPK2, HMOX1, HSD11B2, HSF1, HSP90B1, ICAM1, ITGA2, ITPR2, KCNK3, KCNMA1, LMNA, LONP1, LPAR1, MIR106B, MTHFR, MTOR, MYB, NDRG1, NFE2L2, NOTCH1, NPEPPS, OPA1, P4HB, PAK1, PAM, PDK1, PGF, PKLR, PLAT, POLB, POLG, PPARG, PRKCE, PSMB10, PSMD11, PSMD3, RAF1, SCAP, SIRT2, SLC29A1, SMAD3, SMAD4, SRC, THBS1, TSC1, VEGFA, WTIP"
"GO:0042063","gliogenesis",210,0.01,0.987,"ABCA2, ABL1, ADAM22, AKT2, BACE2, BNIP3, CDK6, CLU, CNTNAP1, CSK, DAB2IP, DLL1, DTX1, DUSP10, EGFR, EIF2B5, EPHA4, GCM1, GPC1, GSN, HDAC11, IL33, IL34, KRAS, LEF1, LEPR, LGI4, LPAR1, MAG, MAP2K1, MAPK1, MAPK3, MATN2, MBOAT7, METRN, MXRA8, MYRF, NDRG1, NF2, NKX2-2, NOTCH1, NRG1, P2RY1, PARD3, PAX6, PHGDH, PRDM8, ROR2, RTN4, SH3TC2, SIRT2, SOX6, SOX8, SUN1, SUN2, SYNE2"
"GO:0001953","negative regulation of cell-matrix adhesion",39,0.01,0.806,"ACER2, ACVRL1, ADAM15, BCAS3, CORO1C, DLC1, DMTN, FAM107A, HOXA7, JAG1, NF2, PHLDB2, PIK3R1, RASA1, RCC2, SRC, THBS1"
"GO:0071496","cellular response to external stimulus",308,0.01,0.98,"ADORA2B, AES, AGT, AKR1C3, AMBRA1, AOC1, AQP1, AQP2, ATP1A1, ATP2B1, BAD, BAIAP2, BCL11A, BCL2, BMP6, BNIP3, BRIP1, CACNB3, CASP1, CASP8, CBS, CLEC16A, CNN2, COMT, CPEB4, CYP24A1, DAP, EGFR, EHMT2, FAM107A, FBXO22, FES, FOLR1, FOXO1, FYN, GAS2L1, HDAC4, HMOX1, HSF1, HSP90B1, ICAM1, ITGA2, KCNJ2, KCNK4, KIAA1324, LTBR, MAG, MAP1LC3B2, MAP3K14, MAP3K5, MAPK1, MAPK3, MAX, MTOR, NCOA1, NFE2L2, NPRL3, NUAK2, OPA1, P2RY1, PCSK9, PDK2, PDK4, PIEZO1, PPARG, PPP1R9B, RPTOR, SESN1, SIPA1, SLC1A2, SLC38A3, SLC39A5, SREBF1, SZT2, TNKS, TRPM4, TSC1, UPP1, USF2, VDR"
"GO:0030326","embryonic limb morphogenesis",122,0.01,0.955,"AFF3, ALDH1A2, BMP7, BMPR1A, C2CD3, CHD7, CRABP2, CREBBP, ECE1, FGF9, FGFR1, FRAS1, GLI2, GNA12, GRHL2, HDAC1, HOXD10, LEF1, LRP4, MBNL1, MSX2, NIPBL, NOTCH1, OSR2, PBX1, PBX2, PRRX1, PTCH1, RECK, ROR2, RUNX2, SMAD4, TBX4, TP63, TRAF3IP1, TULP3"
"GO:0035113","embryonic appendage morphogenesis",122,0.01,0.955,"AFF3, ALDH1A2, BMP7, BMPR1A, C2CD3, CHD7, CRABP2, CREBBP, ECE1, FGF9, FGFR1, FRAS1, GLI2, GNA12, GRHL2, HDAC1, HOXD10, LEF1, LRP4, MBNL1, MSX2, NIPBL, NOTCH1, OSR2, PBX1, PBX2, PRRX1, PTCH1, RECK, ROR2, RUNX2, SMAD4, TBX4, TP63, TRAF3IP1, TULP3"
"GO:0018212","peptidyl-tyrosine modification",148,0.01,0.924,"ABL1, ABL2, CSK, DYRK2, DYRK3, DYRK4, EGFR, EPHA10, EPHA4, EPHA8, EPHB2, EPHB3, FER, FES, FGFR1, FGFR2, FGFR3, FGFR4, FYN, HIPK2, HIPK3, IGF1R, INSR, LTK, MAP2K1, MAP2K3, MAP2K5, MAP2K6, MAPK3, PDGFB, PEAK1, PRKCD, PRLR, PTK2, PTPN6, ROR2, SRC, STYK1, TEC, TIE1, TNK2, TPST1, TPST2, YES1"
"GO:1903391","regulation of adherens junction organization",65,0.01,0.875,"ABL1, ACVRL1, ADD1, BCAS3, BMP6, CLASP1, COL16A1, CORO1C, DLC1, DMTN, FAM107A, IQSEC1, LIMCH1, MAPRE2, PEAK1, PHLDB2, PTK2, PTPN23, RCC2, SMAD3, SRC, THBS1, TSC1, VEGFA"
"GO:0034505","tooth mineralization",14,0.01,0.477,"CNNM4, FAM20A, FAM20C, FOXO1, MSX2, STIM1, TCIRG1, TSPEAR"
"GO:0030834","regulation of actin filament depolymerization",50,0.01,0.742,"ADD1, ADD2, ADD3, AVIL, CAPG, CAPZB, CFL1, DMTN, F2RL1, GSN, LIMA1, SH3BP1, SPTAN1, SPTBN1, SPTBN2, SPTBN5, TRIOBP, VILL, WDR1"
"GO:0042475","odontogenesis of dentin-containing tooth",81,0.01,0.869,"ANKRD11, BCL11B, BMP2, BMP7, BMPR1A, CNNM4, CTNNA1, EDAR, FAM20A, FAM20C, FOXO1, GLI2, HDAC1, ITGB4, JAG2, KLK5, LEF1, LRP4, MSX2, NF2, NFIC, ODAM, RELT, RUNX2, STIM1, TCIRG1, TP63"
"GO:0045666","positive regulation of neuron differentiation",357,0.01,0.944,"ABL2, AGT, ANAPC2, ANKRD27, APBB1, ARHGDIA, AVIL, BAIAP2, BCL2, BMP2, BMP6, BMP7, CAMK1D, CAMK2B, CBFA2T2, CFLAR, COBL, CPEB3, CPNE5, CRABP2, CSNK1D, CSNK1E, CUX1, DAB2IP, DDX56, DLG5, DVL2, EEF2K, EP300, EPHA4, EZH2, FBXO31, FBXO38, FES, FGFR1, FOXO6, FYN, GDPD5, GLI2, HMG20B, ITGA3, LPAR1, LRP8, LTK, MAP2K1, MAP6, MAPK6, MARK2, METRN, MTOR, NCOA1, NEDD4L, NEURL1, NFE2L2, NIN, NKX2-2, NRCAM, OBSL1, OPA1, PAK1, PARP6, PLXNA1, PLXNA2, PLXNB2, PLXNC1, PPP1R9A, PRKCI, PROX1, PTK7, PTPRD, RAB21, RAP1A, RAPGEF1, RAPGEF2, RARA, RND2, RNF157, ROR2, SF3A2, SHANK2, SIN3A, SMURF1, STK11, TIAM1, TIMP2, TRAK1, TRIM32, VEGFA"
"GO:0031076","embryonic camera-type eye development",36,0.01,0.845,"ALDH1A2, ALDH1A3, ARID1A, BMP7, FRS2, FZD5, HIPK2, KDM2B, PAX6, PPP1R13L, PROX1, RARA, SP3, STRA6, TRAF3IP1, TULP3"
"GO:0060485","mesenchyme development",207,0.01,0.991,"ACTA2, ACVRL1, ADAM15, AKNA, ALDH1A2, BCL2, BMP2, BMP7, BMPR1A, CFL1, CORO1C, DLG5, EDN3, EDNRB, EXOC4, FBXL17, FGF9, FGFR1, FGFR2, FOLR1, GATA4, GATA5, GSK3B, HEY1, HOXA5, JAG1, KITLG, LAMA5, LEF1, MAPK1, MAPK3, MESP1, MSX2, NOTCH1, NRG1, OVOL2, PDCD4, PDCD6, PTK7, RBM24, RTN4, SEMA3A, SEMA3B, SEMA3C, SEMA3F, SEMA4B, SEMA4C, SEMA6A, SMAD2, SMAD3, SMAD4, SOX8, TBX20, TGFB1, WNT2, WWTR1, YAP1"
"GO:0046486","glycerolipid metabolic process",353,0.01,0.911,"ABHD12, ABHD3, ABHD6, AGMO, ALOX15, ANG, APOBR, CEPT1, CHKB, CHPT1, CISH, CPS1, CPT1A, CSNK2A1, DAGLA, DAGLB, DGAT1, DGKE, DGKQ, EFR3B, FAAH, FABP3, FAM126A, FAR1, FGF2, GNPAT, GPD1, HRASLS2, IMPA2, INPP4A, INPP4B, INPP5F, INPP5J, INPPL1, LCAT, LIPC, LIPE, LMF1, LPCAT3, LPIN1, LPIN2, LPIN3, MBOAT1, MBOAT7, MGLL, MOGAT2, MPPE1, MTMR9, NAPEPLD, OSBPL10, OSBPL5, PCSK9, PEMT, PGAP2, PGAP3, PGS1, PI4KA, PIGQ, PIGU, PIK3CA, PIK3CB, PIK3R1, PIK3R2, PIK3R3, PIP5KL1, PISD, PITPNM2, PLA2G2A, PLA2G4D, PLB1, PLCE1, PLCH2, PLEKHA1, PLEKHA3, PLEKHA8, PNPLA3, RUFY1, SBF1, SERINC5, SH3YL1, SLC22A4, SLC44A1, SLC44A3, SLC44A4, STARD10, STARD7, SYNJ1, TTC7B"
"GO:1901889","negative regulation of cell junction assembly",23,0.01,0.81,"ACE, ACVRL1, BCAS3, CORO1C, DLC1, DMTN, FAM107A, IKBKB, PHLDB2, RCC2, SRC, THBS1"
"GO:0035303","regulation of dephosphorylation",203,0.01,0.818,"BMP2, CALM1, CD2BP2, CHRM5, CNST, CSRNP3, DLC1, DMPK, ELFN2, ELL, ENSA, FARP1, FKBP1A, GNAI2, GPATCH2, GSK3B, HSP90B1, HTT, IKBKB, ITGA1, ITGA2, MFHAS1, MTMR9, MTOR, MYO1D, NSMF, NUAK1, PCIF1, PHACTR3, PPP1R12A, PPP1R14B, PPP1R16A, PPP1R16B, PPP1R1B, PPP1R36, PPP1R37, PPP1R9B, PPP2R1B, PPP2R5C, PPP2R5E, PPP4R2, PRKCD, RCAN1, SFI1, SH2D4A, SLC39A10, SLC7A14, SMAD3, SMG6, SPPL3, SRC, TGFB1, TSC1, URI1, YWHAE"
"GO:0001525","angiogenesis",301,0.01,0.95,"AAMP, ACVRL1, ADAM15, ADAM8, ADTRP, AMOTL2, ANG, ANGPT2, ANPEP, ANXA2, APOLD1, BCAS3, CDH13, CEACAM1, COL18A1, COL4A1, DAB2IP, DLL1, DYSF, E2F8, EFNB2, ENPEP, EPHB2, EPHB3, ETS1, FGF1, FGF2, FGF9, FGFR1, FGFR2, FZD5, HEY1, HIF3A, HMOX1, HOXA3, HOXA7, HSPG2, ITGAV, JAG1, LAMA5, LEF1, LEPR, MAPK14, MMRN2, NCL, NOTCH1, NRARP, NRCAM, OVOL2, PDCD6, PDGFA, PGF, PIK3CA, PIK3CB, PIK3R3, POFUT1, PRCP, PRKCA, PRKD2, PTK2, RECK, SETD2, SHB, SRPK2, TBX20, TBX4, TDGF1, THBS1, TIE1, TNFSF12, UBP1, VAV2, VEGFA, VEZF1"
"GO:1905475","regulation of protein localization to membrane",181,0.01,0.982,"ADAM10, AGR2, AKT2, ANK3, ARHGAP44, ARHGEF16, BAD, BBC3, BCL2, CACNB3, CASP8, CNST, CSK, CSRP3, DMTN, EGFR, EPHB2, FYN, GOPC, GPC1, GSN, ITGA3, KIF5B, LRP4, MYO1C, NKD2, NMT1, NUMB, PAK1, PDPK1, PDZK1, PICALM, PIK3R1, PPP1R13B, PPP1R9B, PPP3CC, PRKCE, PRKCH, PRKCI, PRKCZ, RAP1A, RER1, SLC51B, SORBS1, SPTBN1, SQSTM1, TFDP2, TGFB1, TP63, TP73, YWHAE"
"GO:0007183","SMAD protein complex assembly",7,0.01,0.527,"FKBP1A, SMAD1, SMAD2, SMAD3, SMAD4, TGFB1"
"GO:0034351","negative regulation of glial cell apoptotic process",7,0.01,0.582,"DLL1, PRKCA, PRKCD, PRKCH, PRKCI, TRAF2"
"GO:0038202","TORC1 signaling",7,0.01,0.381,"CARD11, CLEC16A, MLST8, MTOR, NPRL3, RPTOR"
"GO:0099515","actin filament-based transport",7,0.01,0.494,"ACTN4, MYO1C, MYO5A, SUN2, SYNE2, WASL"
"GO:0051147","regulation of muscle cell differentiation",168,0.01,0.986,"ABL1, AKAP13, AKAP6, BCL2, BHLHE41, BMP2, CAPN2, CFLAR, CTNNA1, DDX39B, DLL1, DMPK, DNMT1, EFNB2, EHD1, EHD2, EZH2, FAM129B, FBXO22, FGF9, FGFR2, FRS2, HDAC1, HDAC4, HDAC9, MAPK14, MEF2A, MESP1, MTOR, NFATC1, NFATC2, NFATC3, NOTCH1, NRG1, PAK1, PDCD4, PDGFB, PI16, PIAS1, PROX1, RBM24, RBM38, SMAD4, SOX6, SUPT6H, TGFB1, TRIM32"
"GO:0000187","activation of MAPK activity",146,0.01,0.962,"ADORA2B, BMP2, CCL19, DAB2IP, ERN2, ERP29, FGF1, FGF2, FRS2, GNG3, INSR, ITGA1, LPAR1, MAP2K1, MAP2K3, MAP2K5, MAP2K6, MAP3K5, MAP3K7, MAP3K9, MAP4K2, MAP4K5, MAPK1, MAPK14, MAPK3, MAPK8IP3, MAPKAPK3, MUC20, NOD1, NRG1, PDE6G, PEA15, PIK3CB, PLCE1, PRDX2, PTPN1, S1PR2, TAB2, TDGF1, THBS1, TP73"
"GO:0048863","stem cell differentiation",142,0.01,0.982,"ACE, ALDH1A2, BATF, BMPR1A, CDK6, CFL1, CORO1C, EDN3, EDNRB, EPCAM, FBXL17, FGFR2, FOLR1, HOXA7, JAG1, JARID2, KITLG, LAMA5, MAPK1, MAPK3, MSI2, MSX2, NOTCH1, NRG1, OVOL2, PDCD6, PDX1, PSMD11, PUM1, RUNX2, SEMA3A, SEMA3B, SEMA3C, SEMA3F, SEMA4B, SEMA4C, SEMA6A, SETD2, SMAD4, SOX8, TP63, XRCC5"
"GO:1901888","regulation of cell junction assembly",87,0.01,0.885,"ABL1, ACE, ACVRL1, AGT, BCAS3, CLASP1, COL16A1, CORO1C, DLC1, DMTN, FAM107A, FZD5, GPBAR1, IKBKB, LIMCH1, MYO1C, PEAK1, PHLDB2, PRKCH, PTK2, RAP1A, RAPGEF1, RAPGEF2, RCC2, SMAD3, SRC, THBS1, TSC1, VEGFA"
"GO:0008654","phospholipid biosynthetic process",233,0.01,0.908,"ABHD3, ALOX15, CEPT1, CHKB, CHPT1, CSNK2A1, DGKE, DGKQ, DHDDS, DOLPP1, FAR1, FDPS, FGF2, GNPAT, GPD1, HMGCS2, INPP4A, INPP4B, INPP5F, INPP5J, INPPL1, LCAT, LPCAT3, LPIN1, LPIN2, LPIN3, MBOAT1, MBOAT7, MPPE1, MTMR9, PEMT, PGAP2, PGAP3, PGS1, PI4KA, PIGQ, PIGU, PIK3CA, PIK3CB, PIK3R1, PIK3R2, PIK3R3, PISD, PITPNM2, PLA2G2A, PLA2G4D, PLEKHA1, PLEKHA3, PLEKHA8, PNPLA3, RUFY1, SBF1, SERINC5, SH3YL1, SLC44A1, SLC44A3, SLC44A4, SPTLC2, STARD10, STARD7, SYNJ1, TMEM38B"
"GO:1900076","regulation of cellular response to insulin stimulus",67,0.01,0.858,"AGT, APPL2, ATP2B1, CCND3, CDK4, ESRRA, GNAI2, GRB14, GRB7, KANK1, MYO1C, MZB1, OPA1, PAK1, PIK3R1, PRKCD, PRKCZ, PTPN1, SORBS1, SORL1, SRC, TSC1, ZBTB7B"
"GO:0070166","enamel mineralization",12,0.01,0.477,"CNNM4, FAM20A, FAM20C, FOXO1, MSX2, STIM1, TCIRG1"
"GO:0035690","cellular response to drug",328,0.01,0.996,"ABCC2, ABL1, ACER2, ADAM15, ADCY3, ADIRF, ADSSL1, AGRN, AOC1, AQP1, BAD, BAIAP2, BCL11A, BNIP3, CBX8, CDH1, CDK4, CFLAR, CHRM3, CHRM5, CTNNA1, DCPS, DDI2, DNMT3A, DPEP1, EGFR, EIF4EBP1, ETS1, EZH2, FOLR1, FOXO1, FXN, FYN, GJB2, GNA11, GNAI2, GNAQ, GNB1, GSTM2, HMOX1, HSF1, HSP90B1, ICAM1, ITPR2, JUP, KCNH2, KCNQ1, KDM6B, KLF9, MAP3K5, MAPK1, MAPK3, MTR, MYB, NET1, NFE2L2, NOD1, OPA1, P2RY1, PDE4A, PDGFB, PLEKHA1, PPP1R12A, PPP1R9B, PPP3CA, PPP5C, PRKCD, PRKCE, PTAFR, RAP1A, REN, RGS8, SIN3A, SMYD3, SPIDR, SRC, STAR, TFAP4, TMEM38B, TNFAIP3, TRAF2, TRPM4"
"GO:0031929","TOR signaling",27,0.01,0.635,"CARD11, CCDC88A, CLEC16A, EIF4EBP1, FLCN, MAPKAP1, MLST8, MTOR, NPRL3, PRR5, RICTOR, RPTOR"
"GO:0003013","circulatory system process",387,0.01,0.989,"ABAT, ABR, ACE, ACTA2, ACVRL1, ADORA2B, ADRA1B, ADRB3, AGT, AKAP13, ATP1A1, ATP2B1, AVPR1B, BCR, BMP6, C9orf3, CACNA1D, CACNA1G, CACNB2, CAMK2D, CEACAM1, CHD7, CHGA, CHRM3, CORIN, CPS1, CSRP3, DDAH1, DLL1, DOCK4, E2F4, ECE1, EDN3, EDNRB, EGFR, ENPEP, EPHX2, F2R, F2RL1, FYN, GNB3, HMOX1, HSD11B2, ICAM1, ITGA1, KCND3, KCNE3, KCNH2, KCNJ2, KCNMA1, KCNQ1, KLK2, LRP5, MAP2K3, MAP2K6, MTOR, NAV2, NCALD, NEDD4L, NMU, NPR2, P2RX1, P2RY1, PDE3A, PDE4D, PDGFB, PER2, PIK3CA, PLCB3, PLOD3, PPARG, PPP1R13L, PRCP, PTAFR, PTPRO, RCAN1, REN, RNLS, SGK1, SLC2A5, SMAD3, SNX5, SRC, SUCNR1, TBC1D8, TBX20, TCAP, TGFB1, TNNI2, TRPM4, VEGFA, WWTR1, YAP1, YES1"
"GO:0051058","negative regulation of small GTPase mediated signal transduction",52,0.01,0.631,"ABL2, ARHGAP12, ARHGAP25, ARHGAP44, CGNL1, CUL3, DAB2IP, DLC1, EPHB2, FLCN, ITGA3, KANK1, MAPKAP1, MFN2, RAPGEF1, RASA2, RASA3, SH3BP1, SYNGAP1, TIMP2"
"GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",234,0.01,0.948,"ABL1, ACVR1B, ACVR2A, ACVRL1, BCL9L, BMP2, BMP6, BMP7, BMPR1A, CAV2, CDKN1C, CILP, CREBBP, DACT2, EP300, FGF9, FKBP1A, FLCN, FOLR1, FSTL1, GATA4, GLG1, HIPK2, INHA, ITGA3, LDLRAD4, LEFTY1, LTBP1, MSX2, NOTCH1, NREP, NUMA1, NUP93, OVOL2, PARP1, PDPK1, PEG10, PMEPA1, PRDM16, RASL11B, RBPMS, RNF111, RNF165, SKOR1, SMAD2, SMAD3, SMAD4, SMAD6, SMAD7, SMURF1, SORL1, SPTBN1, STK11, TBX20, TFAP2B, TGFB1, THBS1, WFIKKN1, WWTR1, ZBTB7A, ZC3H3"
"GO:0016055","Wnt signaling pathway",329,0.01,0.915,"AES, AGO2, AMOTL2, AP2A2, AXIN1, AXIN2, BCL9L, BTRC, CALM1, CCDC88C, CDH3, CSNK1D, CSNK1E, CSNK2A1, CTR9, CUL3, CYLD, DAAM1, DVL2, FAM53B, FZD5, GNB1, GRK5, GSK3B, HBP1, HIC1, HMGXB4, KREMEN1, LEF1, LGR4, LGR6, LRP4, LRP5, LRP5L, LRRFIP2, MAP3K7, MARK2, NDRG2, NFATC1, NKD1, NKD2, NLK, NOTUM, NXN, PDE6A, PDE6B, PDE6G, PKD1, PLCB2, PLCB3, PPP1CA, PPP3CA, PSMB10, PSMD11, PSMD3, PTK7, RECK, RNF138, ROR2, RTF1, SDC1, SLC9A3R1, SMURF1, STK11, TCF7L2, TIAM1, TLE3, TMEM88, TNKS, TNRC6B, TNRC6C, TRABD2B, USP34, VANGL1, WNT10B, WNT2, WNT5B, WWOX, ZNRF3"
